listing_id,property_id,list_date,status,list_price,listing_agent,description
L228,P801,2022-02-13,Sold,40347683,David George,"Charming property offering fireplace, pantry."
L229,P606,2023-05-09,Sold,2649836,Christopher Lopez,Relax in the exercise room or entertain in the granite countertops of this home.
L230,P079,2022-05-18,Pending,98043370,Mckenzie Morales,"Charming property offering fireplace, pantry."
L231,P816,2023-09-04,Sold,22448262,Barbara Rodgers,Stunning security system and hardwood floors throughout highlight this home's appeal.
L232,P352,2023-05-29,Leased,55204393,Brenda Stewart,Spacious layout with stone countertops and built-in shelving.
L233,P985,2022-07-17,Pending,62370243,Timothy Douglas,Stunning security system and hardwood floors throughout highlight this home's appeal.
L234,P232,2023-02-07,Active,18582646,Beth Sutton,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L235,P688,2022-10-16,Pending,22009798,Rachel Bryant,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L236,P982,2022-02-20,Leased,50162021,Natasha Lawrence,"Charming property offering fireplace, pantry."
L237,P778,2023-06-15,Active,9907966,Crystal Russell,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L238,P515,2023-12-22,Pending,93086045,Jennifer Armstrong,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L239,P028,2022-06-23,Leased,56452405,Jay Dorsey,"Charming property offering fireplace, pantry."
L240,P457,2022-06-14,Pending,50314359,Julie Olsen,"Modern design with bonus room, pool with sundeck, breakfast nook."
L241,P370,2023-03-08,Active,83452701,Stephanie Smith,"Modern design with bonus room, pool with sundeck, breakfast nook."
L242,P843,2022-10-09,Active,33645909,Gabriel Rhodes,Spacious layout with stone countertops and built-in shelving.
L243,P833,2022-11-10,Leased,1166346,Matthew Collins,Spacious layout with stone countertops and built-in shelving.
L244,P272,2023-10-02,Leased,7867225,Lori Mcgee,Enjoy the bonus room and stainless steel appliances in this lovely property.
L245,P339,2023-02-21,Pending,7528138,Michael Soto,Relax in the exercise room or entertain in the granite countertops of this home.
L246,P804,2023-08-14,Pending,64071836,Kerry Wood,"Modern design with bonus room, pool with sundeck, breakfast nook."
L247,P019,2022-05-10,Sold,93665988,Karen Jones,Stunning security system and hardwood floors throughout highlight this home's appeal.
L248,P028,2023-04-27,Sold,79397111,Anna Bradley,Stunning security system and hardwood floors throughout highlight this home's appeal.
L249,P472,2022-04-22,Sold,42511916,Stacy Elliott,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L250,P928,2024-01-31,Active,45455736,Barbara Huerta,Stunning security system and hardwood floors throughout highlight this home's appeal.
L251,P498,2022-07-29,Sold,96602375,James Taylor,Enjoy the bonus room and stainless steel appliances in this lovely property.
L252,P628,2022-03-10,Pending,92038476,Bryan Mann,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L253,P699,2023-03-28,Active,25866092,Donald Martin,Stunning security system and hardwood floors throughout highlight this home's appeal.
L254,P843,2024-01-31,Leased,74024399,Christopher Hughes,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L255,P120,2022-08-04,Pending,26139745,Olivia Raymond,Enjoy the bonus room and stainless steel appliances in this lovely property.
L256,P130,2023-01-03,Leased,98352887,Rachel Cox,"Modern design with bonus room, pool with sundeck, breakfast nook."
L257,P214,2022-02-20,Sold,74578739,Austin Brown,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L258,P969,2022-08-06,Pending,83740360,Timothy Salinas,Enjoy the bonus room and stainless steel appliances in this lovely property.
L259,P470,2023-07-20,Pending,50994830,Anne Shields,Stunning security system and hardwood floors throughout highlight this home's appeal.
L260,P580,2023-10-24,Leased,91385483,Jeffrey King,Enjoy the bonus room and stainless steel appliances in this lovely property.
L261,P908,2022-11-22,Leased,8758020,Wanda Harrison,Stunning security system and hardwood floors throughout highlight this home's appeal.
L262,P869,2022-07-16,Active,8330160,Michael Medina,Enjoy the bonus room and stainless steel appliances in this lovely property.
L263,P854,2022-03-24,Sold,70907365,Tonya Brown,"Charming property offering fireplace, pantry."
L264,P843,2023-02-09,Pending,61901028,Ricky Terrell,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L265,P702,2022-12-22,Leased,88349721,Edward Johnson,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L266,P525,2022-08-23,Leased,47512736,Amanda Wang,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L267,P753,2022-07-25,Leased,74852512,Robert White,Spacious layout with stone countertops and built-in shelving.
L268,P328,2022-05-07,Active,61997872,Christy James,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L269,P429,2022-07-28,Pending,85452694,Michele Mcintyre,"Modern design with bonus room, pool with sundeck, breakfast nook."
L270,P1000,2022-10-27,Leased,94160888,Michael Wells,Impeccably maintained home with modern kitchen with stainless steel appliances and attached garage.
L271,P604,2022-05-26,Leased,68406997,William Brady,Enjoy the bonus room and stainless steel appliances in this lovely property.
L272,P136,2023-03-09,Pending,98567759,David Davis,"Modern design with bonus room, pool with sundeck, breakfast nook."
L273,P873,2023-12-31,Active,28233306,Anthony Thompson,"Modern design with bonus room, pool with sundeck, breakfast nook."
L274,P735,2022-09-24,Sold,78207478,Thomas Mcneil,Enjoy the bonus room and stainless steel appliances in this lovely property.
L275,P947,2023-08-24,Leased,24664032,Samuel Davis,Relax in the exercise room or entertain in the granite countertops of this home.
L276,P370,2023-02-18,Active,60311745,Connor Wright,Relax in the exercise room or entertain in the granite countertops of this home.
L277,P397,2022-04-19,Active,34932896,Donald Fisher,Relax in the exercise room or entertain in the granite countertops of this home.
L278,P546,2022-09-10,Leased,60629994,Kayla Watts,"Charming property offering fireplace, pantry."
L279,P396,2023-02-12,Pending,62260998,Jillian Wood,Relax in the exercise room or entertain in the granite countertops of this home.
L280,P309,2024-01-12,Pending,77187023,Catherine Maldonado,Stunning security system and hardwood floors throughout highlight this home's appeal.
L281,P406,2022-02-16,Active,36263817,Amber Jones,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L282,P606,2024-01-04,Sold,67170552,Monica Ewing,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L283,P162,2023-10-04,Pending,22171529,Marcus Smith,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L284,P325,2023-09-25,Leased,15690219,John Harrison,Spacious layout with stone countertops and built-in shelving.
L285,P896,2022-09-08,Pending,47257874,Annette Patterson,"Charming property offering fireplace, pantry."
L286,P450,2022-02-12,Leased,25105749,Lisa Duarte DDS,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L287,P046,2023-07-04,Pending,81082405,Sara Gardner,Enjoy the bonus room and stainless steel appliances in this lovely property.
L288,P892,2023-12-02,Sold,89793988,Robert Huang,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L289,P060,2022-02-26,Pending,53840813,Travis Fletcher,Spacious layout with stone countertops and built-in shelving.
L290,P243,2022-10-11,Pending,12411961,Ryan Steele,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L291,P485,2022-04-26,Sold,20480469,Ashley Rose,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L292,P985,2022-11-20,Leased,45651944,James Davis,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L293,P533,2022-04-20,Leased,14939419,Antonio Brown,"Modern design with bonus room, pool with sundeck, breakfast nook."
L294,P175,2022-12-19,Pending,56809796,Amy Garza,Stunning security system and hardwood floors throughout highlight this home's appeal.
L295,P795,2022-05-19,Pending,47549752,Tina Price,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L296,P539,2023-06-02,Leased,94558915,Frank French,"This beautiful home features energy-efficient windows, playroom, granite countertops, spacious living room."
L297,P203,2022-11-29,Leased,42586066,Joshua Colon,Stunning security system and hardwood floors throughout highlight this home's appeal.
L298,P893,2024-01-14,Active,87199845,Daniel Stark,Spacious layout with stone countertops and built-in shelving.
L299,P058,2022-10-29,Pending,5118513,Katherine Graham,"This property boasts energy-efficient windows, scenic views, luxurious master suite, finished basement, pool with sundeck, guest suite, custom cabinetry."
L300,P244,2023-04-03,Pending,98029518,Carolyn Rodriguez,Enjoy the bonus room and stainless steel appliances in this lovely property.
L301,P079,2022-10-07,Sold,60660452,Ethan Higgins,"Modern design with bonus room, pool with sundeck, breakfast nook."
L302,P279,2023-05-26,Sold,88470009,Michael Price,"Classic architecture meets contemporary style in this property featuring custom cabinetry, landscaped garden, home office space, finished basement, pool with sundeck, granite countertops."
L303,P242,2023-06-11,Active,67793787,Joe Thomas,Spacious layout with stone countertops and built-in shelving.
